x1,x2,x3,x4,y1,y2,y3,y4,z1,z2,z3,z4
-8,-18,6,-3,57,54,60,57,24,-19,-45,0
-8,-18,6,-4,56,53,62,58,23,-19,-46,1
-7,-18,7,-2,56,51,58,57,22,-21,-44,0
-7,-18,6,-1,56,52,59,56,21,-19,-44,1
-7,-18,4,-3,56,52,58,58,21,-17,-44,0
-6,-17,6,-3,56,53,59,58,21,-18,-44,0
-7,-18,5,-4,55,51,59,57,23,-18,-41,1
-4,-17,8,-1,58,52,58,58,22,-21,-46,-1
-1,-21,6,4,66,54,56,65,6,-45,-70,-17
-5,-18,6,-1,58,54,58,60,18,-24,-47,-1
-4,-18,9,0,60,55,60,58,17,-29,-51,-5
-5,-15,12,1,59,57,60,59,21,-27,-49,-1
-5,-16,7,-1,53,47,55,53,19,-19,-37,2
-2,-14,6,-2,50,41,50,49,15,-19,-28,4
-4,-15,8,-3,53,46,53,52,18,-22,-37,0
-5,-17,8,-2,54,47,55,54,17,-21,-38,2
-1,-12,13,1,56,51,56,55,17,-27,-42,0
-8,-17,9,-3,52,47,57,52,19,-17,-36,2
-10,-21,3,-6,49,47,58,52,19,-7,-32,3
-17,-28,-3,-13,44,44,59,49,25,3,-22,8
-14,-21,0,-13,41,41,59,47,31,8,-11,15
-13,-20,1,-11,42,41,58,47,31,8,-11,14
-13,-21,1,-12,42,41,58,47,30,5,-15,14
-12,-19,1,-11,41,40,58,47,30,3,-14,12
-11,-19,2,-9,39,40,56,44,23,0,-18,10
-10,-16,2,-9,37,38,53,43,19,-4,-24,5
-10,-18,3,-10,37,39,54,43,20,-2,-22,6
-9,-17,3,-9,37,40,53,43,19,-2,-22,5
-9,-17,4,-8,37,38,53,42,22,-1,-21,6
0,-12,13,5,49,38,46,46,-1,-39,-46,-11
-5,-20,0,-5,43,31,45,44,4,-25,-36,-8
-2,-14,8,0,45,36,45,46,7,-27,-37,-4
-3,-15,7,-2,45,36,48,45,10,-22,-35,-2
-4,-17,1,-4,40,31,45,43,10,-17,-29,0
-2,-17,0,-6,40,30,45,43,12,-16,-29,0
-4,-19,0,-5,39,30,45,43,13,-13,-27,-1
-3,-15,0,-5,40,30,46,42,14,-13,-26,2
-3,-16,0,-3,41,32,47,45,12,-17,-29,-2
-3,-17,2,-4,42,32,47,44,10,-18,-29,0
-3,-18,1,-3,42,33,48,43,15,-15,-29,2
-3,-15,3,-5,42,35,47,44,12,-15,-31,1
-4,-16,2,-3,43,35,47,44,14,-15,-29,0
-4,-17,2,-5,42,33,47,45,14,-15,-29,1
-4,-15,3,-5,42,34,48,45,15,-17,-30,1
-4,-16,1,-4,41,34,48,45,15,-14,-30,0
-3,-16,3,-4,43,34,47,46,13,-14,-28,2
-3,-16,2,-4,44,35,49,46,13,-18,-34,2
-3,-15,3,-3,42,35,49,46,11,-18,-34,0
-4,-18,0,-6,42,34,48,47,15,-14,-32,0
-5,-17,0,-4,42,33,48,46,11,-18,-32,-1
-4,-18,0,-4,42,33,48,46,12,-17,-29,-1
-4,-18,0,-5,43,33,47,46,12,-17,-28,-1
-5,-18,0,-5,43,33,48,46,11,-19,-32,0
-4,-19,0,-4,43,33,48,46,11,-18,-32,0
-4,-18,0,-4,43,33,48,46,12,-18,-31,-3
-5,-18,1,-4,43,32,48,48,12,-18,-31,0
-5,-17,0,-4,44,33,48,47,12,-18,-35,0
-3,-17,0,-3,44,34,48,46,14,-18,-33,0
-3,-18,0,-5,42,33,48,45,14,-15,-33,-1
-3,-18,0,-5,41,34,48,47,14,-14,-28,0
-4,-15,4,-2,43,35,48,47,15,-14,-29,0
-5,-17,1,-4,44,33,50,46,17,-12,-29,1
-4,-16,0,-5,41,33,49,45,19,-9,-23,5
-3,-15,2,-5,42,34,51,46,17,-10,-22,5
1,-9,18,6,50,45,53,49,10,-28,-45,-2
4,-5,19,7,48,44,51,46,10,-25,-41,-2
3,-6,17,4,47,43,53,46,13,-19,-37,0
-1,-13,11,0,46,44,54,47,17,-14,-33,1
-2,-12,11,0,46,45,54,48,15,-11,-31,3
-5,-15,9,-1,46,43,52,47,17,-12,-33,0
-4,-13,10,0,46,42,52,47,14,-18,-35,-3
-2,-13,9,-1,43,37,49,45,12,-17,-31,0
-5,-14,7,-1,44,39,51,46,16,-16,-29,2
-5,-16,7,-3,44,43,52,47,17,-13,-32,0
-9,-21,4,-4,47,47,55,49,13,-15,-41,-5
-11,-21,4,-5,46,45,57,49,17,-11,-35,0
-10,-21,4,-5,46,45,55,49,16,-9,-36,-1
